galaxy,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),"Intergalactic Development Index (IDI), Rank",Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),"Unemployment, total (% of labour force)",Labour force participation rate (% ages 15 and older),Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,Renewable energy consumption (% of total final energy consumption),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),Gender Development Index (GDI),Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),y,diff - Life expectancy at birth,diff - Mortality rate,diff - Labour force participation rate (% ages 15 and older),diff - Mean years of education,diff - Expected years of education,diff - Estimated gross galactic income per capita,diff - Population with at least some secondary education,diff - Intergalactic Development Index (IDI),"diff - Intergalactic Development Index (IDI), Rank","Population, ages 15–64 (rate)","Population, ages 65 and older (rate)","Population, under age 5 (rate)"
NGC 55,1003002.0,0.94738073825718,79.90385849781245,56596.77066214233,1.1421575170768807,14.681065069429188,7.607271285405402,121.58614077466213,30.07998096989035,767.007610501689,97.07001532234965,10.676748127456822,80.22925804745302,3.587071533771659,8.982699638247766,66.49247348263043,64.64974454777067,23.203488451756442,26.498133868477893,2.4665994581927233,24.631864141225012,19.273522932229397,13.780790891349316,57692.20443797892,7006.967957460594,17.57831735808402,147.37247602301315,14.661944496869724,40.00412607816843,38.708274848304136,102.97805449367766,29.319221227645873,8.14537023067687,53762.13588825836,119.02824636014292,125.19703238380134,76.34370287910039,44.11437762568379,4.433874749219797,0.9700730115869304,8.809432413154413,4.945129248232068,26.88170062884105,0.0942913545490629,-4.390002381077615,46.64404388189316,45.78432836367834,0.9136362903691314,0.188147801095106,57244.76592892288,0.615741518297106,0.020670911572773197,-16.159492986601286,0.7833675717349905,0.08663628906497041,0.11651101534208423
Carina Dwarf (E206-G220),1003002.0,0.7824995711981043,70.54425366587807,30948.92521768575,0.7228349854043135,13.241888099154705,6.629629191280049,180.33446150800978,27.13247735877234,760.4141389931076,46.461582722177276,13.867116287763936,155.59146812384625,2.6026893018713038,11.050490886170168,54.92624806740378,51.98663638847421,41.36683701639598,44.43887743216918,2.202993012612689,23.137671279525968,37.11777013796164,25.794404241889715,23214.143715204096,6958.966095613676,13.845728868860753,86.18891887481615,12.468504411031606,11.608330419268265,79.25455190350083,72.77161070886764,25.69447010135651,12.853004577275698,61176.24764768225,125.01056862643964,240.37519885713118,52.05771352202189,25.903880011675696,12.193045598804073,0.925768739486298,19.378480120066854,3.4711124353123393,10.36360635002724,0.04500428499804121,-6.374077624094903,63.123230062127114,10.96796731523396,1.7863663600274162,0.4639488311955166,13084.525583714505,6.9269841104106655,0.04691137113329408,-2.627584624161233,0.7186210578559183,0.08338540509821331,0.11985674553362473
Pegasus Dwarf Irregular (DDO 216),1003002.0,1.0723203550965044,88.23231574396982,32461.357214982665,0.9045668696288924,15.514874560074752,11.252732310707426,103.06314923626014,35.78098801182507,769.3701805991377,83.90281085509825,14.443679277943748,73.24772379602273,2.845411080375766,10.07064769123366,70.17931385322436,71.99853662209219,88.18763450128642,49.03886191242428,2.2384796584271567,21.995410680654093,22.70996408367465,11.706926736533642,32478.42710848072,7007.674265168564,18.432344496548176,248.08351948289487,23.71475004213389,16.052975754626733,45.477296059321525,161.76681020505296,32.464865098953254,9.187337218750855,58668.20718958201,114.09885976070721,240.6318857627739,98.04428601918603,60.65070658661783,4.549951053631106,1.0066902668718964,33.88347919846097,4.588622077041212,28.9308799880347,0.05575883692002903,-7.406284657182517,60.1946654033661,22.063038453981203,-0.14210159528076985,-2.0751757874581425,16310.706556103863,3.637679725390732,0.0036851481304172717,-1.0407346123169856,0.7250135364659144,0.08663628906497041,0.11503577098720555
Cas 1 (KK98 19),1003002.0,1.0108156809308757,80.80804692268266,32051.970821186573,0.8086271716138134,17.125516373547992,9.699172856469103,175.3115281904441,30.66561889472452,765.5955565020319,93.82477983374193,15.647740347327645,64.27650744809564,2.6509928191766585,21.061716325313853,58.43871730612909,52.68593888866321,31.040234717967824,37.29963008775893,2.2868500269320524,45.945008263118865,19.60170954794704,12.878445836901665,28238.355571521803,7009.546613293941,16.664901457428932,154.4094443564743,23.247487505510183,12.587199609273107,48.531291855866286,106.03628681947752,29.832149236679076,13.985068429537641,56365.16623651059,127.2920024400847,224.4114429987312,66.24362785324317,36.00568090413502,8.335385772886411,0.9650046078090608,18.38360211037985,4.300486189636647,26.48552481059973,0.061099545318138326,-8.29458541583805,39.94591532051563,42.92518342134177,0.19329837800739919,-0.6287885657361084,16066.414274145563,13.387879048619759,0.022384588730567055,6.54694301528438,0.7164039966530907,0.0863857462029934,0.1227535982003333
Andromeda XXVIII,1003002.0,0.9652994535495184,85.82465976486759,32595.5768031942,0.8952097273140089,19.769988806119045,13.431341251754372,106.37288217805826,34.46714189318057,769.8795938774763,90.77180090401218,33.56362018225937,63.94628804109362,2.4031826471272937,21.813300210411114,69.66892522851367,60.92725866789297,78.18775299419727,61.09062450067584,2.1231699863575995,41.90000038620892,18.008743613645137,12.44258598715067,32547.920765699484,7139.359428620446,19.15947861850261,147.44979394717913,29.562477816085533,8.069744119577587,66.18841288775336,123.94450592206793,31.068282505035402,10.841144559418984,82689.24384138343,119.97966287452905,248.2902015873424,107.88380284853972,60.95772888676832,7.923216445606101,1.1034614998665548,13.153611842792143,4.819046156830186,24.435344215311613,0.09338333023759147,-9.662286155186996,172.08487265110017,9.771761966373429,-0.6561248989406135,-2.1021918196215164,17108.67101916636,8.825082606083123,-0.04326361946788414,1.728988378336382,0.7211086997570163,0.10316716367342668,0.12267505307191598
Barnard's Galaxy (NGC 6822),1003002.0,0.6871854932654629,74.75922566037063,37727.84634537667,0.8814482331128279,14.65724482978041,9.368371432052589,140.05052254202562,30.124121370200573,671.3749758932972,93.83429390613256,17.77583542389053,215.99153772407936,2.610360695304652,23.910831179387685,62.71958182055005,52.23277722842289,108.84526515526993,33.00273753895316,2.260481850914809,52.741762178185674,56.61973073232512,29.42418635174632,33121.43014180044,6993.632330872846,17.379015222005545,146.5854856107787,20.868608164994022,40.632624499228136,113.43534169873935,64.14579083823874,30.11041389465332,9.33499666422389,56223.05631441302,128.47184708908216,720.6940229057564,103.70210033969757,33.947139051803546,5.487076942967691,0.9939333649216421,12.941957072773732,8.001921738877487,23.36016696912351,0.04816035566274601,-1.1474841743103426,35.7422318816185,13.501811062639588,0.07404704982869582,0.07181960200301096,14012.513644158877,-5.097689246554985,0.050020494603420465,10.182297216859066,0.9759407497197315,0.09724530801933258,0.12749602761833514
Eridanus II,1003002.0,0.907205814697028,75.21177253252995,13338.43503387957,0.7377690092501663,15.779457226292074,13.623068059802772,151.19923471844112,31.580615265110577,763.0383608058515,78.1329092619266,12.887335048288527,94.72581913997766,2.401850539429126,9.994556908891981,68.32797407921622,70.78681511602798,77.10269744921573,46.324232680235795,2.451670945940283,23.024233422121693,22.75172273788279,12.137414173781874,22731.19581181126,6930.311993487356,18.70390688598156,122.91343978126291,20.00597341415605,8.998423393414038,75.62306972745107,127.81437461267392,29.814882312774657,14.756501232143899,57835.37414595471,118.38762364957076,237.05437178304962,73.41542826869316,36.696900946501714,5.9961235250071345,1.0228456670329646,22.6194416597437,4.837641279184286,26.124448167276697,0.06363698997663936,-4.831604800571917,91.92648636341093,31.296921451975194,-0.29010746906350054,-1.3693930975491138,14648.128580411929,-3.7989454563065768,0.069459296846217,1.9388167830071703,0.7487503397217296,0.08663628906497041,0.11985674553362473
HIPASS J1247-77,1003002.0,0.9653205529181146,82.20473688639589,18679.308264439267,0.7163584066689448,14.320716429332581,8.985530733602467,154.31270016347912,26.58412736347875,762.6328439807584,79.31514087527005,14.344687002906005,107.78012921535613,4.765399336237145,15.261916276774798,58.82644737431974,57.3220728656741,28.30956174485627,24.11515658697907,2.9695694990519823,31.727310975045476,44.02540226661005,24.592116815447806,22810.17823206483,6954.7720905936185,15.03544013440609,124.74946884840729,20.889627818579896,31.99431242822111,36.05881038454724,98.48741202284334,26.28658585357666,14.750774061972766,55714.68747183733,122.7206111647754,219.2251700274046,55.359022729745426,32.869688929443086,6.142281853819724,0.8941333225925487,24.182402332778626,4.992218551092751,23.19891821583236,0.06336008735529741,-6.494139918758414,107.79437676727771,47.59032042901059,0.4967791323130252,-0.4386126097101123,12861.66844928989,0.6544711019088179,0.04927887626979502,0.31879020089127574,0.7530530028755237,0.08663628906497041,0.1227535982003333
Reticulum II,1003002.0,0.9073604667040316,80.69452534544949,23426.61544180294,0.8121193716887529,12.120172885445829,13.798409335019315,173.57931724307727,30.540953438944822,763.4021608356823,78.09902656686873,17.823221880118954,91.95274089662036,2.443992445533202,14.034530240373158,72.84065428459098,71.37678528637198,35.96970570171352,56.563651270209895,2.15327493070299,26.18997649133561,38.640141094978034,20.194700047224764,28190.86523547525,7024.890507181341,21.199579547643665,131.25175031237697,25.39932098256904,35.0910306541221,31.462420513558456,61.52253987225076,30.219337352752685,13.430753576677336,41315.20693170775,108.25569151567572,294.58012738966863,60.16658360266862,36.30060207137261,7.521829378073164,1.0119949884340227,17.118921300172644,3.9536024262249927,21.466649283491407,0.11011334486277413,-8.028699494235447,93.95751282930374,5.033225973041095,0.49489193420688177,-0.9217033278468488,13707.505055720785,-0.1377523064437658,0.024513750379459312,-7.057023428610277,0.7024865710748344,0.08656123163591263,0.11651101534208423
NGC 5237,1003002.0,1.1067706292506534,92.66460205085993,62112.88543794253,1.1147996571124963,17.8041220560596,14.817532926176474,74.60431581579981,30.89655327430412,768.3479503972289,105.03484544968585,25.815193766588354,87.62149856429079,2.5945413371475263,11.162233534709172,77.64770021381219,72.55426320884254,55.004185017652325,55.357191887224396,2.01907093885447,28.015942546556836,21.931020106752488,12.154651707410812,58449.56516725232,20890.253002197245,21.06705740332604,96.46325529075577,25.452588972144532,9.835953562147262,31.936615882139147,232.92828829085937,29.188369651794435,8.555587542087903,121308.19905857502,114.92278751669693,169.54935130192098,99.74113550790113,90.57876787398594,16.681337944885453,1.075624210737129,21.17975925144725,4.839054099435064,45.958719387712456,0.12581571031375005,-6.420244629588673,75.22453670084477,1.805852758420638,-0.23421934186275206,-1.9024059623201943,30710.880658040787,-5.008689934882462,-0.03855994253094875,2.1085577147143257,0.7369434879213003,0.08636859525113112,0.11284926669996778
Cetus Dwarf,1003002.0,1.0701449880176916,89.6318721245739,53667.64945725541,1.133824234620227,22.20415630560615,10.69061551880508,104.62623776899423,32.29196239017641,766.8116876407317,110.53563788517158,23.902306478203545,67.95550887568591,2.6319277356886386,11.392709308420477,88.60354826491903,82.24389018998446,24.78474281483518,61.24084615587661,2.145242986376602,24.93466646888155,24.24446029787906,11.844288819432258,53129.211883169715,7212.814772450129,20.969358119964603,135.66773777089722,45.29359824906996,9.769520680569537,95.09771556249659,174.11748912233693,31.036217838287353,8.039973589021665,51643.68687062119,119.7795962839956,175.59409575335303,137.23531363985146,72.97338239508349,10.751666526799967,1.0564774486941286,15.090711501783574,5.667948133770128,23.82418053711093,0.3793983959729649,-4.040210097845524,31.693475883752107,5.415398887866882,-0.4205920973308132,-2.5779644102817154,32379.18140606955,7.331508890696675,0.005041997411296897,-5.192610456681943,0.7108595053080279,0.08663628906497041,0.11284926669996778
"Small Magellanic Cloud (SMC, NGC 292)",1003002.0,0.8303461863620815,83.26800737107742,40314.18105655332,0.7991813469710901,16.82396908512151,9.352784671870127,136.7832262463791,28.902309165999235,938.5517849781744,93.46992449603742,17.27717296500342,129.84129420169106,2.857746213414248,14.998396090861375,76.02272213342577,71.73756166994764,90.3605381712233,51.88703877878332,2.390969477572643,30.0333293296786,17.780971602823783,17.036591341495512,28516.628014907597,7114.287329857334,16.715666324719788,99.92377265878049,19.207695247078593,11.994205842652542,74.98884066671569,136.70201440353412,27.62449171257019,11.557161573538297,64807.1262997263,129.98946589963094,242.9167834801556,98.09802236178707,51.977490927100675,11.869813392465005,1.0891191517447223,20.774925374100405,5.697896018627522,26.493414173313926,0.058090064851247465,-7.800214923662827,122.00407807946205,19.29021773583996,0.06783797287977013,-1.1039951271008657,15004.866930003538,0.007239308412060108,0.045902827542140374,19.679740416879454,0.9063436371482312,0.08656123163591263,0.11651101534208423
UGCA 133 (DDO 44),1003002.0,0.5769463509653971,65.30831008987332,18427.183827347784,0.6291911058434391,10.758642625990916,7.495842316749372,212.97278223046746,33.65881403712887,750.0393638683186,48.0812067173196,14.036327305528548,175.51305563912305,2.8522771516209176,12.851236186330139,94.58032333062464,91.8416545528956,83.26685611884805,55.69306072745631,2.043840113531698,21.059675170770426,34.968367992927355,20.568742160201076,22473.67274249846,6922.535588825548,16.66853583395481,97.12821925167984,35.88379372202607,9.863683222294007,129.2943009241232,69.09460753146129,29.530367934703822,9.502906737457877,56711.093573326994,100.65438577513122,794.7878952042684,78.25698708378238,24.106461176362917,7.755912211289399,0.9973709602667256,25.571179768333483,11.720695086022234,18.92693037577205,0.04569511682217975,-3.5783336459200337,81.56754729477689,-3.2267235287628364,1.3071410482824406,-0.6473678687338588,7433.364413102396,11.159479325782847,0.05913834791594947,4.066844889439876,0.9415029336407968,0.08564597343665599,0.11985674553362473
Carina III,1003002.0,0.9933436578920938,83.89163768921243,17638.55047700509,0.7229115149423475,16.00069835605792,11.898430901260081,118.45075384297381,35.108236572877324,766.4857110938354,89.73894338709411,22.507297277526426,85.51751570506514,2.6567300563346117,17.75318013701525,68.58258701349723,61.06421799799656,33.516806680795405,49.918873212480754,2.2847627294079156,35.70208931532542,16.758651656216546,14.739604158103466,26653.949841599337,6966.679612659941,18.893033457994466,130.71496278530572,20.324550039181396,10.396543601605396,40.29291823302962,75.660049482434,31.81097775840759,16.13084513197462,53738.092464234614,115.73244785498696,267.1936875288866,70.02189346163047,40.64321384377466,10.400478284667996,1.0534245723714872,14.859849498105236,2.9112709258210754,18.123644451730925,0.0804140871721204,-6.5072734178167275,109.0058885872364,16.259791600164913,-1.0433927648075683,-1.552801665987722,13878.017965191091,2.2366296888504773,0.017940114072767334,3.379619939227426,0.7455256431942615,0.08663628906497041,0.1227535982003333
NGC 3741,1003002.0,1.0588483239607729,93.39093038932077,57942.32674193045,1.0098141310273134,22.003079229443266,14.568287410133516,38.90914435892471,33.02468514094319,759.1130576144774,107.78132067776916,37.016961065090435,38.485685536634094,2.3248481543961366,14.422819118553605,74.39006177026705,69.44248860062936,87.8786048208011,58.4427691977612,1.8912206317260893,28.885701543780304,21.224257688612497,11.91750797867775,57443.38621228876,7376.799695493933,15.910194490551946,119.62498446780113,50.54291642667303,8.940209268627592,71.15869734624327,190.23680484853156,31.35302414131165,7.749958183348056,49984.06253774091,119.99363817027759,177.20219609124615,127.58371127925328,110.41737462436092,11.360498509193858,1.091544768461438,32.408569960195386,4.723037465294598,21.00804744141364,0.3202719101885486,-3.0991724715778797,33.086337782740586,2.1564935770282823,-0.5937178510749513,-1.8043767211142447,25134.828525774217,-4.3870215290516015,-0.0165180258461214,0.628818704945516,0.7444687612580964,0.08636859525113112,0.11284926669996778
Grus I,1003002.0,1.0713839198390196,86.28818294407931,23583.87363593593,0.8220709541474499,16.307264264923333,11.071751068926494,133.9055947482868,30.94510983696931,759.1169075992442,87.17455931281908,17.452791180503972,115.39410690086498,2.6854555379219343,15.01115817636736,69.97505164639688,70.73470488934859,72.62538766436238,45.498792087672406,2.374583483148689,29.978219803455065,28.973257348946944,18.632652695178987,27463.016413315563,6991.956286216482,18.940367091298107,127.39133652601114,37.78233138069217,11.89547681260802,69.5273495369035,97.30466697032487,29.179686578750612,12.125931538484261,55604.24528819779,123.25289994704781,225.76791276230503,72.04087693026392,53.78194217741087,9.962848247159457,1.0340539261184856,24.603387235753022,4.2289211713547035,16.733764714768895,0.07687828761386817,-5.351043658155653,59.982531976401816,23.164387812480392,-0.4261467203253555,-1.0678799194351494,15220.18034218143,-6.220539725181773,0.022842445180465607,2.1039022961503786,0.8322346924189986,0.08663628906497041,0.11503577098720555
Boötes I,1003002.0,0.6038203393556134,59.37230446596509,27918.14889076284,0.8150663938692965,13.53175816429662,11.791400588173351,173.44045229670803,36.99360563908089,740.597293059015,70.71801155348696,12.202588112104795,108.43106375286136,2.3392992704870372,26.72014706520741,73.88105737222895,61.321333660569536,44.26418426828014,58.19207940392378,2.3510455723162234,49.23540926822861,20.38069204805264,15.29259732991457,25797.745982362314,6978.50853336017,15.676672806590796,157.57514869897088,18.888439622763233,8.655922765527572,75.55245848378371,26.972718339304297,32.89800505304336,12.303533277578541,44930.15563814367,117.29193231558342,971.9941783642207,64.70219947314122,30.662717566776088,7.945004297545723,1.0610435623101293,37.45136273268696,26.28186261160292,29.36254439897688,0.04557675268936612,-8.179081008746984,139.32716074943542,9.435074454441617,0.2813779761168446,-1.081985722993927,11965.168394031982,2.0989300359216183,0.01313499441996932,8.996333051993734,0.9549822150668404,0.10525224657895013,0.12749602761833514
M32 (NGC 221),1003002.0,0.8275235677125256,80.39032753623539,31656.14977197288,0.8423671999347124,12.971827982095027,8.422656283255376,168.94405022562358,25.907804845864337,760.4826087371432,89.00074526561406,12.626973206139526,126.78313614049677,2.491807192291017,14.38791256681935,53.871525907972234,48.35763711035821,28.162580953095823,22.64583490631638,2.6075964840445027,31.51471492337405,39.71077775077684,23.378473849445577,27307.99367089233,6996.156454159297,15.538939930647613,111.81957344937356,26.108825957510906,18.409218760959725,27.600257526264315,63.11530617267789,25.14616540908813,10.883867446016676,48232.23192665956,125.91009029709738,201.33258018891135,52.73503189196069,21.678825230498422,5.6377590487839475,0.8549992507989939,30.504707845539603,5.191127663722941,22.981547251201967,0.05395012217277106,-5.4089951698325995,68.263080907166,59.79361149771181,1.7976576513264473,0.8698575739622857,18977.178348448517,16.07394139419204,0.09687040273459184,-12.587429738947826,0.7403518546864433,0.08663628906497041,0.1227535982003333
Andromeda XIX[60],1003002.0,1.1153188764818072,88.50447317978336,48458.08406997821,1.1324650599410204,16.194706025504168,11.277617201606233,72.79670331922362,33.225108294031386,767.0912482023856,117.13309667494958,29.259730406148638,63.30158105118227,2.7868872589684393,12.08445325034944,63.458832787865965,58.6986489747389,32.89189186394204,43.36955717284717,2.1552761363635704,21.97571913439569,37.03889949693768,11.668316132426266,47550.857121717316,7076.241059900716,66.89395904421806,323.5768247354706,19.512434415262852,10.440663456222236,35.3881058705844,172.92063027750288,30.674974933624267,9.443310490435186,67919.2494491904,113.3656187672133,181.5997783531675,113.7065852913356,56.74164328900109,10.704770730807981,1.0126883756552698,26.811121021160545,5.056252776758786,32.10428097884882,0.15654220780741768,-4.579144859271004,27.977588143795728,29.382746235226346,0.0913318967446663,-1.2224104222490904,32369.432849045337,7.844995019928426,0.015338259919804706,-1.5091976844073667,0.741547246055481,0.0909665665333684,0.11212853562811644
Tucana III,1003002.0,0.9006349620612739,85.31115048238732,29836.10736069772,0.9396904609745582,15.913875567823926,7.798396967749118,134.85695282469626,44.38779148594889,762.3471324477997,89.05756792172673,15.324681304834858,69.0373258302496,2.646023787477941,21.869860738571052,54.604548697257535,47.50066347808735,30.701335767790898,26.964518379760637,2.340878694208987,42.94292498386457,27.413705210499398,14.566792151927949,29186.299325514938,6998.586936764092,15.166227177996188,111.91585265418571,13.892657704157589,24.89730636539803,30.817853337939297,82.2180477543586,39.44870318317413,9.897233492498748,60096.52804250618,128.59316014362378,268.01437721072216,53.416875932724885,27.36058397504415,6.57966204184828,0.9122184878905668,36.63211667520778,5.1084503786146085,33.64096725706999,0.061216832723936736,-1.5582575693471554,44.77761250823736,51.41963608400589,0.7804970833998964,-1.0642563815740185,17305.586095420207,4.158971326163844,0.09448020604669977,-5.667899472608616,0.8774417042852946,0.09640110736254644,0.12267505307191598
Sagittarius Dwarf Sphr SagDEG,1003002.0,1.0064044514814567,84.37671267612019,23117.60380739707,0.9260650634600662,18.735393084019726,13.278865256027222,108.74532876301832,25.460834243886005,861.8689473023502,109.9986177607456,24.107826582158317,100.72369969504854,2.7299647474416,15.281033321022447,74.38326072708105,68.7344594231716,37.68044407098942,50.85959735794357,2.246278231136709,36.92714944600411,19.803274265477388,14.53880278468132,33944.94223986439,7104.246719050079,17.599686386138202,68.19722455829718,38.65383745490007,13.426017042583844,36.62018630430582,88.85226583862686,25.68653467655182,9.497487232046947,63065.04277357606,128.93465823091782,209.54955206923114,91.46180779130094,46.481508998328295,11.049593497484468,1.0658217401946684,21.560202136397553,4.747090582256167,23.89676145056013,0.07329796412713363,-9.334774580557829,129.62424368977543,19.62159637617047,-1.1965382069430217,-1.8645750434838602,18094.488305977684,-4.993167124164651,0.030395619405053007,8.56936056911822,0.701062974593944,0.08656123163591263,0.12127835384545466
IC 4662 (ESO 102-14),1003002.0,0.9082859211224524,83.04505325397571,32514.66700560785,0.9462488363911326,15.562085370457414,12.719310808835695,115.41855642447555,29.40259704761797,770.0310567124751,100.88072145701828,17.09377566496679,115.94786704839115,2.4439839773788194,9.55543686405946,83.84412426461813,75.53309207176,81.63168758618362,55.240301037613314,2.2284112599064887,21.68321911667553,25.50872887145634,13.128294131159782,27134.435757377538,7020.819032725551,18.48339700832963,106.40478828269873,28.193212044594112,10.201880656746932,50.38618508324332,72.89000176366748,28.587413796424862,9.600419731888225,69923.85368923724,124.0930234976951,371.20778637108737,87.08446995993559,45.174220544401344,8.394229641209279,1.0347187064079768,22.119290017873997,4.530183342681969,21.026497355418673,0.054623471877069285,-5.219578042050821,87.65891993522644,11.513696732842488,-0.14006278365469232,-0.8434439802817405,16710.567000467716,4.976507388491989,0.025643378669248474,-3.866729610216311,0.7039353050979771,0.08663628906497041,0.11651101534208423
Hydra II,1003002.0,0.6677646537180116,63.2683891273345,18936.680961811966,0.5906840086465042,12.212715220472408,5.744353526226744,204.70709766746688,19.805673011696246,754.97882282137,60.36356628508604,13.814528095636804,191.74433813267368,2.676021797249264,10.383790808135188,74.09345463168894,73.12975968056794,54.66485955847494,49.75926794638188,2.009631603984446,21.384178681335104,41.886332271858564,29.421501939892767,20835.164744745365,6919.177550228996,17.06927832067013,121.05244300366276,17.542078172294712,8.919764091808526,107.75498907747958,54.08921100104817,21.679340991020204,9.953365436819006,43998.8174149911,109.78754843112377,442.89095551060205,48.12447139478624,28.42173143112881,8.365762641038643,0.8557381411516798,21.48351377873229,10.808581238275995,18.08938063327527,0.04448590977077749,-0.34303051164094,35.59792253613472,22.166229036351847,1.376442961721679,1.72867737797656,10115.807432980908,5.408546760270943,0.09615077431400933,-1.5956738790599614,0.7380571861115385,0.08338540509821331,0.11985674553362473
FM2000 1,1003002.0,0.9474019128375564,81.42137096435442,30349.042698188998,0.9682280603020867,13.861414647004707,10.809113000056076,154.83459002072732,28.593857862784034,764.9629630084305,102.95589600078341,16.045322362831175,132.9335854492018,2.5049091408654673,15.408825192245386,73.8098499693001,69.94994593420114,76.25445772540245,49.70502370483562,2.513880225039034,31.184937329693273,36.620524017962104,17.575424066782,33347.65271357645,7003.500997837946,15.017519775778055,93.72725994931416,24.938692250584246,16.232333951123387,44.37296114009193,93.53069241688563,26.82827801132202,9.73761530805405,78865.71103774579,118.28572456351772,200.65553824981544,75.97863365565988,35.12651000932486,7.536059145420553,1.0831697940388492,33.993411663480465,5.017453809354809,24.93926828055932,0.06272368205404655,-7.436506754346888,120.72532855033873,21.808085876595992,0.13777946667101754,-1.4830143236371849,18826.7969345005,-3.6857414113181983,-0.01982937034203639,16.820635777210796,0.7368010059010629,0.08663628906497041,0.1227535982003333
KKh 060,1003002.0,0.5936136395232471,61.83398048505499,28686.086728235565,0.9706045402612072,15.987212389979728,8.550350600379879,187.5723894861686,29.87532287708313,756.4564683677537,69.83945777407911,13.632147352974615,145.620855755911,2.4437099832003675,29.08721884115323,64.95186704278011,57.60929087675385,31.406337489821365,59.39669719423407,2.2399209276304903,57.330092356314346,44.708049177883126,20.248820582330225,24495.365435998312,6975.484060288518,17.080555787682535,149.88941749138274,35.63385842949182,10.818657011443344,63.28866956654718,93.93970603957129,28.562303402900696,10.585560980929957,54670.729255412545,124.85454234283866,917.0322879320573,67.60143888993386,26.40742840938559,14.17514456931218,1.0526056575210825,34.10268298677789,19.863763391613904,30.978298492900773,0.04438051495034945,-5.359772702190789,60.56348496943711,6.348849072385615,0.15959618157654432,-0.8908410344333287,18244.45292407867,-1.3277452822657172,-0.025976569761040832,13.887170950142739,0.8200190739019234,0.09117996750720964,0.12749602761833514
UGC 8833,1003002.0,0.7828308002616914,70.6156323033252,20916.43602536247,0.787327997074002,13.97783834080986,5.584842541076622,177.7092586206023,20.692454008346647,755.8500602840369,46.5501825759606,15.607187880146206,104.83422766076531,2.5142438775383726,10.166599960029034,62.704847426447934,60.55770545433068,74.96352590659457,41.104364804993104,2.28195271995436,22.58874917403555,55.91519145118001,26.705129466056825,22119.612635530888,6960.642968614883,13.715335381031034,175.4531307591412,34.2090798893565,56.43069593660339,54.542158564195844,55.173775194943474,22.439036936283113,11.47421365860293,61558.665329092684,123.49952294530813,689.3260134790344,37.7865498802739,28.79629107233244,3.8470075466121334,0.9189744522922578,19.52814562211239,4.895362837887237,52.20331188656577,0.046707553451826415,-4.421536897693991,77.13829073429108,26.736583000064325,0.971539299042583,-0.2098830002373188,11542.616580671556,5.4271975527227525,0.04172791808404002,-4.266916309815022,0.7363333954356421,0.08331034766915553,0.11985674553362473
Antlia B,1003002.0,0.5597433373681685,61.00518401978064,13521.967767909087,0.5658324914691681,9.56080444775622,5.726972000980984,204.94016686957283,32.86982241944618,754.6163287415334,58.98568264117141,14.094845736396485,222.8385175154077,2.140141371559633,9.868112562577776,95.76547417565916,94.1308549750375,77.13703967108447,42.91857254491195,1.8381961643097326,16.53292950856812,38.69953679313174,27.785105001330376,18504.094112678787,6906.860074191681,22.190318955928092,114.80559911217527,36.73166102363538,9.523294780354544,117.10815111752495,74.62700543072603,28.1192636013031,9.89283479213947,25504.519157037474,93.44432812918858,814.4147526442557,46.62594008825633,30.31326968078223,8.064610173757103,0.9430474188749084,8.082278398606888,14.009522141114278,15.58890889734188,0.04105840352549917,-7.0204685946875225,52.72243218660355,-9.014037392314227,1.0995753604013452,-0.6666139433086254,9464.037674994268,6.2923826449260725,0.087777949276577,9.4053471700131,0.8399811269803393,0.09241202974753622,0.11985674553362473
